gene	maximum_effective_size	size
RP11-219H23.1	484	1158
RP11-219H23.2	737	737
AC079395.1	262	262
TRIM43CP	1028	5656
AC018892.8	265	265
AC018892.3	693	2089
IGKV2OR2-1	304	304
IGKV2OR2-2	300	300
IGKV1OR2-3	288	288
GPAT2P2	863	2152
FAHD2B	1431	11300
RP11-499E14.1	2499	2499
RN7SL313P	288	288
ANKRD36	7623	151369
RP11-734K23.9	3870	10494
AC159540.3	555	2423
IGKV1OR2-9	287	287
IGKV2OR2-10	311	311
IGKV2OR2-7D	304	304
IGKV3OR2-5	281	281
IGKV1OR2-6	277	277
IGKV2OR2-7	304	304
IGKV2OR2-8	300	300
IGKV1OR2-11	287	287
AC159540.1	2975	17363
AC159540.2	788	13773
ANKRD36B	6067	97303
AC159540.14	1028	1028
RP11-542D13.1	1476	19780
UBTFL6	1024	1024
COX5B	738	2322
ACTR1B	2204	8106
C2orf92	1356	38848
RNU4-8P	141	141
ZAP70	3273	26287
TMEM131	7476	239616
HMGN1P36	298	298
RNU7-96P	64	64
VWA3B	5324	226184
ATP5F1BP1	1574	1574
AC092675.3	588	24617
CNGA3	3547	52414
AC092675.4	541	4146
INPP4A	10096	149539
COA5	1770	9202
UNC50	2172	9937
MGAT4A	8432	112027
YWHAQP5	1382	1382
LINC02611	3223	14264
RNU4-84P	139	139
CRACDL	3873	142414
RNU7-46P	62	62
TSGA10	3903	157704
SMC3P1	735	735
RP11-111H13.1	1947	181257
C2orf15	1627	9963
LIPT1	1424	8203
RP11-38C17.1	669	40301
MITD1	3270	19632
MRPL30	4435	18410
LYG2	878	13037
LYG1	1038	20505
TXNDC9	1508	21721
EIF5B	5741	63956
REV1	4731	89561
RP11-527J8.1	626	626
AFF3	10070	647010
AC092667.2	2586	2586
LINC01104	3115	43231
LONRF2	15096	50627
CYCSP7	291	291
RP11-292K15.1	112	112
CHST10	2854	25809
RALBP1P2	760	760
NMS	485	12799
ARPP19P2	336	336
PDCL3	1038	13747
HMGN2P22	175	175
LINC01849	2745	7791
RP11-480J15.1	732	10124
NANOGNBP1	480	480
LINC01868	562	6147
AC092168.4	236	662
RP11-784K9.1	1431	7434
NPAS2	7983	176691
AC092168.2	717	24560
NPAS2-AS1	1508	7000
AC016738.4	3485	8569
RPL31	2328	21804
TBC1D8	4190	245639
BBIP1P1	279	279
TBC1D8-AS1	2478	3753
CNOT11	2515	17431
RNF149	2953	37483
SNORD89	114	114
MIR5696	85	85
CREG2	6292	41954
AC092570.1	469	469
RFX8	2140	77754
LINC01870	390	7433
RPS6P3	693	693
PRCPP1	1143	1143
RP11-714E5.1	689	3477
RP11-714E5.2	700	16310
MAP4K4	7640	197840
LINC01127	3727	25112
IL1R2	1462	36585
RP11-4B12.1	1568	20228
IL1R1	5183	115331
IL1R1-AS1	382	9488
IL1RL2	2565	52997
FAM183DP	399	399
IL1RL1	3994	40536
IL18R1	4149	87249
SDR42E1P5	866	866
IL18RAP	2773	33877
MIR4772	78	78
AC007278.2	1200	1384
AC007278.3	1327	1763
SLC9A4	4215	60747
SLC9A2	5601	91803
MFSD9	5293	22259
TMEM182	3588	282996
LINC01796	1319	22598
LINC01935	437	17022
AC108051.2	549	1243
AC073987.1	638	66502
AC073987.2	235	235
RP11-437E9.1	1322	41631
CRLF3P1	1284	1602
AC018880.1	1319	1642
CAPZBP1	201	201
AC013727.1	1794	13823
AC013727.2	580	23240
LINC01965	1842	203469
ENSG10010135838.1	187	187
AC096554.1	529	21962
AHCYP3	1279	1279
AC068535.2	1904	10250
LINC01831	761	2050
RP11-120M14.1	596	6416
LINC01102	3830	102618
LINC01103	1457	22052
AC013402.4	437	1070
AC013402.3	1777	38630
AC018730.4	4963	66832
AC013402.5	1323	7522
RPL23AP27	451	451
AC068057.1	1472	3164
CTD-2015C24.1	895	895
LINC01114	2434	11082
HMGB3P11	604	604
PANTR1	5286	58336
RP11-13J10.1	2093	74438
POU3F3	4460	5288
LINC01159	3103	7189
RP11-350B7.1	3083	7665
MRPS9-AS2	642	102256
MRPS9	1414	61892
MRPS9-AS1	966	10669
LINC01918	797	1312
GPR45	1725	1725
RP11-332H14.1	391	391
TGFBRAP1	5680	65345
AC012360.4	674	6320
C2orf49-DT	3449	3449
C2orf49	4587	11680
FHL2	4881	80802
AC012360.6	2044	15802
RP11-315L16.1	715	9785
RP11-315L16.2	668	35492
NCK2	2666	149363
AC009505.2	893	10644
AC009505.4	979	87878
ECRG4	799	14910
UXS1	2907	100994
AC018878.3	433	4256
RP11-707E21.1	722	722
RPL22P10	373	373
SRSF3P4	487	487
RPS21P2	251	251
RPL27AP4	443	443
ILRUNP1	868	868
AC114755.5	361	668
ANAPC1P6	831	8524
PLGLA	700	10861
RGPD3	7215	77124
AC108868.3	530	6871
CD8B2	4851	56934
RP11-448J14.1	930	22735
AC108868.5	554	16177
EEF1A1P12	1346	1346
ST6GAL2	7275	85509
ST6GAL2-IT1	388	2109
AC016994.2	552	6744
RP11-519H15.1	3609	62796
PPP1R2P5	603	603
AC005040.3	482	482
LINC01789	860	111183
AC096669.1	648	45048
LINC01885	2093	365556
LINC01886	1878	27208
RP11-534J18.1	943	48205
GACAT1	577	68018
RGPD4-AS1	1792	3829
RGPD4	7212	65653
AC009963.3	138	138
AC009963.4	157	278
RPL22P8	339	339
SRSF3P5	486	486
SLC5A7	5167	27472
LINC01593	388	3556
ACTP1	383	383
LINC01594	1278	50762
SETD6P1	317	317
SULT1C3	1244	25384
WASF1P1	1131	1131
SULT1C2	6366	21277
SULT1C2P2	294	887
SULT1C2P1	1875	31562
GMCL1P2	823	823
SULT1C4	2850	11079
SMIM12P1	274	274
GCC2	6909	60225
GCC2-AS1	574	26682
LIMS1	4461	152892
LIMS1-AS1	477	1807
AC010095.6	144	144
RPL10P5	639	639
RANBP2	11708	66328
CCDC138	3285	98721
RPL39P16	153	153
EDAR	4323	94902
SH3RF3-AS1	1604	1604
SH3RF3	5948	375430
MIR4265	99	99
SNRPGP9	225	225
MIR4266	55	55
SEPTIN10	3091	71345
RPL37P12	311	311
AC011753.5	610	11006
SOWAHC	4627	4627
AC011753.6	220	534
BMS1P19	393	875
SRSF3P6	406	406
RPL22P11	385	385
RP11-506F3.1	823	1566
RGPD5	7268	64948
LIMS3	1580	26441
AC013271.7	3202	70126
AC013271.3	2918	40925
AC013271.5	1959	47687
GPAA1P1	931	931
ZBTB45P1	1456	1456
LINC01123	2436	9078
AC013268.3	2324	3109
AC013268.4	337	337
RP11-1223D19.5	3634	27618
MIR4267	82	82
MALL	2317	32153
MIR4436B1	91	91
NPHP1	10006	82756
ACTR1AP1	1126	1126
MTLN	2051	33892
RP11-1223D19.1	857	40945
RP11-1223D19.3	735	40266
MALLP1	357	6076
MIR4436B2	91	91
RP11-1223D19.6	3972	27540
AC112229.6	337	337
AC112229.1	3130	3130
LINC01106	2443	9305
ZBTB45P2	1531	1531
GPAA1P2	1787	1787
RP13-1039J1.4	1528	47263
RP13-1039J1.2	2918	37761
AC108938.5	3202	70142
LIMS4	1580	26436
RP13-1039J1.3	476	1823
AC108938.3	136	136
RGPD6	7305	63421
AC123886.2	747	1489
RPL22P12	387	387
BUB1	3762	40536
AC114776.3	4395	7021
ACOXL	4885	388072
RPL5P9	886	886
MIR4435-2HG	6654	517362
ACOXL-AS1	3026	18063
BCL2L11	5231	49068
AC108463.1	412	10532
AC108463.2	347	2252
RP11-181E10.3	1482	1482
AC068491.2	617	14598
RP11-803D5.4	606	606
RPS14P4	418	418
MIR4435-2	74	74
PAFAH1B1P2	1241	1241
RP11-803D5.5	988	269710
RP11-68E19.2	871	169158
SOCAR	767	79703
DBF4P2	1525	1525
AC017002.4	792	4678
ANAPC1	7762	273052
RPL34P8	318	318
AC093166.2	330	330
CENPNP2	1017	2077
MIR4771-2	74	74
AC093166.4	303	608
EEF1E1P1	430	828
MERTK	3826	130955
RN7SL297P	293	293
RTRAFP1	735	735
SLC30A6P1	528	528
RP11-592G13.2	687	15960
TMEM87B	5162	64050
RP11-592G13.1	1632	2626
FBLN7	4598	49834
RP11-399B17.1	2272	2272
ZC3H8	5892	43608
RP11-399B17.2	4045	4755
ZC3H6	11539	64467
NDUFB4P6	366	366
AC115115.4	248	248
RGPD8	7299	66120
VINAC1P	940	30376
TTL	14267	59584
POLR1B	7527	37904
CHCHD5	3272	5036
AC012442.5	425	25392
AC012442.6	529	1144
AC079922.2	359	359
AC079922.3	2850	3889
SLC20A1	3297	17887
NT5DC4	2448	21394
CKAP2L	4723	28316
IL1A	2017	10569
RP11-67L14.2	2562	7382
IL1B	1617	7066
RP11-67L14.1	3868	3868
XIAPP3	795	795
IL37	864	7718
CDK8P2	547	547
IL36G	1211	12456
HMGN2P23	269	269
POLR2DP1	421	421
IL36A	890	2586
IL36B	1188	30779
IL36RN	2672	6745
IL1F10	1359	7874
RNU6-1180P	107	107
IL1RN	1922	26803
PSD4	11342	52072
AC016683.5	583	3826
PAX8-AS1	11799	65161
PAX8	4152	62925
AC016745.3	1011	100177
IGKV1OR2-108	353	477
RP11-480C16.1	3443	3443
CBWD2	3305	58514
FOXD4L1	2491	2491
LINC01961	1698	3267
PGM5P4-AS1	1312	15859
PGM5P4	445	21362
FAM138B	1232	1471
RP11-395L14.19	490	799
MIR1302-3	138	138
WASH2P	2800	10494
DDX11L2	1398	2226
RP11-395L14.18	2042	2042
RPL23AP7	2078	16589
RABL2A	2904	16168
SNRPA1P1	768	768
ACRP1	698	1144
AC017074.1	607	4026
AC017074.2	561	26377
RNU6-744P	107	107
SLC35F5	10314	51683
MIR4782	79	79
AC024704.2	416	1730
AC104653.1	578	12308
RP11-141B14.1	1548	1548
ACTR3	6589	72534
RP11-141B14.2	1173	1173
LINC01191	1339	36586
AC110769.3	815	3350
RP11-475I16.1	985	2712
AC010982.2	465	1020
SEPHS1P7	1177	1177
RNU2-41P	178	178
DPP10	5964	1403482
DPP10-AS3	665	5117
DPP10-AS2	624	1759
RP11-725F23.1	896	19739
DPP10-AS1	4977	34763
RPSAP23	883	883
RP11-327J6.1	768	105163
RP11-338I24.1	170	170
AC062016.1	319	319
MTCYBP39	491	491
AC062016.3	676	676
MTND1P28	950	950
MTND2P21	1042	1042
MTCO1P43	488	488
RNU7-190P	61	61
AC092170.1	356	671
RP11-264N11.1	1036	3078
AC009312.1	4021	50036
DDX18	5674	17687
AC009404.2	3090	7722
HTR5BP	1193	75516
CCDC93	6896	98656
AC009303.3	352	765
AC009303.1	1248	59637
RP11-98C1.2	736	736
AC009303.2	1500	1500
RN7SL111P	285	285
INSIG2	3562	22546
THORLNC	1350	90123
LINC01956	612	68146
EN1	2427	5478
MARCO	1810	52467
RP11-77A13.1	1011	3678
C1QL2	1905	2509
RN7SL468P	294	294
STEAP3	4259	41822
STEAP3-AS1	3218	26293
C2orf76	1150	64610
DBI	842	5627
TMEM37	1687	8604
SCTR	2275	85459
SCTR-AS1	2960	10919
CFAP221	3294	117820
TMEM177	1738	7341
RPL17P15	542	1529
PTPN4	11090	224978
RPL27P7	413	413
EPB41L5	6556	166043
AC012363.4	575	41660
MTATP6P26	662	662
MTCO3P43	771	1136
MTND3P10	341	341
MTND4LP14	288	288
MTND4P26	1359	1359
MTND5P28	1594	2099
TMEM185B	5922	5922
RALB	2247	54647
AC012363.13	555	7292
INHBB	3206	5668
LINC01101	1884	1884
AC073257.2	1455	2345
AC073257.1	1333	5639
AC018866.1	470	23883
GLI2	7136	257031
RP11-297J22.1	708	1026
AC067960.1	812	7290
AC079988.3	544	4254
TFCP2L1	9287	68616
RPS17P7	418	418
CLASP1	8092	311701
CLASP1-AS1	682	2284
RNU4ATAC	127	127
NIFK-AS1	3238	79244
RPL12P15	499	499
RP11-416H1.2	1512	1512
NPM1P32	604	604
NIFK	1686	9967
TSN	3328	30751
RP11-416H1.1	204	2443
LINC01823	1549	30830
RP11-640F22.1	4218	985191
RP11-202H24.1	942	1753
AC062020.2	801	2402
LINC01826	584	7331
RP11-17O9.1	523	17208
AC073409.1	269	1180
ELOAP1	2095	2095
PSMD14P1	901	901
RP11-329A6.1	174	174
RN7SKP102	315	315
AC079154.1	3154	13190
CNTNAP5	11219	895933
MTND5P22	195	195
RP11-56O18.2	1025	1289
RP11-56O18.1	187	187
RNA5SP102	106	106
RNU6-259P	107	107
RP11-333J2.1	618	51820
LINC01889	668	54874
AC097499.2	208	208
LINC01941	762	8263
RP11-507H23.1	695	48790
AC023347.1	1082	35499
SLC6A14P3	462	462
YWHAZP2	728	728
RP11-505O20.1	1288	5526
GYPC	1805	40535
AC013474.4	799	799
RNU6-675P	104	104
TEX51	811	3234
RNU7-182P	62	62
RP11-521O16.1	1472	1472
RP11-521O16.3	1266	9083
RP11-521O16.2	4476	4476
BIN1	5141	59262
RP11-313N8.1	1640	1818
NIFKP9	221	221
CYP27C1	5082	36482
WBP11P2	2825	2825
ERCC3	4018	36877
RP11-314L11.1	1386	80864
MAP3K2	11360	89798
RNU6-1147P	107	107
MAP3K2-DT	2690	12397
RP11-314L11.2	859	1491
PROC	1769	10816
MIR4783	82	82
IWS1	2973	90680
AC010976.2	1010	59230
RNU4-48P	182	182
MYO7B	6793	101928
RP11-286H15.1	852	852
LIMS2	4807	43406
GPR17	2598	6776
WDR33	9490	110161
SFT2D3	3746	3746
RNY4P7	96	96
ZFP91P1	1158	1158
POLR2D	5038	14603
RNU6-395P	106	106
RPS26P19	349	349
AMMECR1L	4884	24338
RP11-395A13.2	630	630
RP11-395A13.3	1057	3904
AC012306.2	114	114
SAP130	4173	86904
AC108059.1	214	214
UGGT1	10761	104478
SRMP3	725	725
AC108059.2	151	151
DYNLT3P2	295	295
RPL14P6	415	415
RPL21P34	485	485
HS6ST1	4223	82153
RNA5SP103	118	118
ISCA1P6	390	390
AC012451.1	357	1086
AC068483.1	660	7880
LINC01854	2213	31676
PPIAP65	492	492
LINC02572	1764	52539
RP11-315H12.3	2626	6546
PLAC9P1	400	11455
LINC01856	2398	23527
RPL22P7	370	370
RAB6C-AS1	2454	13875
RAB6C	3073	3073
RP11-315H12.1	211	2373
RP11-315H12.2	187	37957
AC079776.6	504	504
AC018865.5	1152	1152
ARHGAP42P2	2140	2924
FAR2P1	3793	28496
RP11-32C20.1	3679	24287
KLF2P1	1042	1465
CYP4F27P	494	1015
POTEF	4337	55688
AC018865.11	129	129
POTEF-AS1	578	2058
RNU6-1049P	107	107
MED15P9	1841	9797
CCDC74B	3385	5848
SMPD4	4896	31359
MZT2B	769	8993
TUBA3E	1518	6695
AC018804.6	618	10317
RHOQP3	621	621
NOC2LP1	2235	2728
AC134915.1	574	2800
MED15P5	992	992
MTND1P29	647	1833
MTND2P22	1033	1033
MTCO1P7	1542	1542
MTCO2P7	666	666
MTATP6P7	681	681
MTCO3P7	774	774
MTND3P15	341	341
RP11-803A13.3	296	296
MTND4P27	1354	1354
MTND5P29	1807	1807
MTND6P8	522	522
MTCYBP8	651	651
RPL19P4	584	584
TEKT4P3	478	478
AC132479.4	144	144
CCDC115	3562	4767
IMP4	2411	5091
PTPN18	3616	19361
FAR2P2	3992	14609
KLF2P2	1039	1495
CYP4F62P	2144	11587
POTEI	6682	50253
RNU6-473P	107	107
AC013269.3	444	10695
CFC1B	1643	7408
AC013269.4	727	6908
PRSS40B	1653	10789
PRSS40A	2218	13333
AC140481.4	695	6915
CFC1	1672	7411
POTEJ	3370	46598
RNU6-848P	107	107
CYP4F30P	2250	5814
RP11-1216L17.1	1762	10464
FAR2P3	2692	28699
KLF2P3	1087	1528
GPR148	1267	1267
AC140481.8	1173	12921
AMER3	6216	12595
CYCSP8	312	312
AC133785.1	2824	6017
ARHGEF4	6735	210350
ENSG10010138018.1	122	122
ENSG10010134286.1	123	123
SMIM39	171	171
FAM168B	5435	45585
PLEKHB2	4349	248863
NEK2P4	1329	1329
AC009477.7	217	217
NF1P8	1596	8174
RP11-316I2.2	1285	17571
MED15P8	545	1800
POTEE	4451	55743
RNU6-127P	107	107
FAR2P4	2210	29779
KLF2P4	1225	1225
RP11-109E12.9	335	52647
ARHGAP42P1	1976	2682
RP11-109E12.8	354	20268
SSBP3P2	1026	1026
RAB6D	3677	3677
RP11-109E12.5	465	1518
MTCYBP10	650	650
MTND6P10	517	517
MTND5P23	1770	1770
MTND4P21	1357	1357
RP11-109E12.7	297	6029
MTND3P18	341	341
MTCO3P18	761	761
MTATP6P4	675	675
MTCO2P18	658	658
MTCO1P18	1419	1419
MTND2P18	1030	1030
MTND1P26	615	615
MED15P3	326	326
RP11-109E12.4	800	2812
LINC01120	2828	7273
RP11-109E12.10	120	120
GNAQP1	1067	1067
NOC2LP2	1944	1944
RHOQP2	579	579
RP11-109E12.1	580	1795
MZT2A	2826	27844
TUBA3D	1520	6816
MIR4784	77	77
SMPD4BP	3785	28761
CCDC74A	1543	5992
MED15P4	393	1802
RP11-433A19.3	4030	13593
POTEKP	3569	36396
RNU6-617P	107	107
LINC01087	3516	12591
GRAMD4P8	1115	1669
C2orf27A	4558	119415
RP11-1L5.2	2157	5563
NBEAP2	969	29253
TOMM40P4	1027	1027
CDRT15P4	996	9191
CDRT15P3	1325	6701
RP11-788A1.1	220	934
AC103564.7	562	2231
AC103564.6	1299	2750
AJ239322.3	575	7259
AJ239322.1	2209	15143
LINC01945	840	10225
RP11-215P9.1	2919	6806
AC093787.1	207	207
RP11-629P16.1	466	466
AC098826.4	471	15276
AC098826.5	651	6574
ANKRD30BL	3253	110379
RNU6-1132P	107	107
RNA5-8SP5	152	152
MIR663B	115	115
CDC27P1	715	715
AC097532.2	322	8583
ZNF806	2793	22050
RP11-725P16.2	1682	1682
RP11-725P16.3	1369	17658
FAM201B	597	597
RNU6-175P	107	107
GPR39	2576	229778
YBX1P7	535	535
RN7SKP103	320	320
LYPD1	3458	28294
AC010974.3	374	6465
NCKAP5	7608	896676
RP11-458A7.1	1240	131673
AC016909.2	166	166
NCKAP5-AS1	1711	15938
RP11-575M22.1	2049	2049
NCKAP5-AS2	1188	20478
RNU6-579P	102	102
RN7SKP154	290	290
NCKAP5-IT1	554	2232
AC011243.1	415	3913
RN7SKP93	309	309
RP11-260E12.1	894	3990
MGAT5	8332	334639
MIR3679	68	68
RNA5SP104	118	118
EDDM3CP	425	425
TMEM163	5078	263242
RP11-683I7.1	3453	7287
CCNT2-AS1	3510	183247
VDAC2P4	711	711
AC110620.1	228	228
ACMSD	1936	63419
MIR5590	54	54
CCNT2	6920	41108
MAP3K19	5032	82984
RAB3GAP1	4891	124103
SNORA40B	128	128
ZRANB3	6943	394303
G3BP1P1	1398	1398
R3HDM1	4781	193816
RNU6-512P	103	103
MIR128-1	82	82
UBXN4	3771	43323
LCT	6273	49335
LCT-AS1	1862	2897
MCM6	3753	36818
MANEALP1	1024	1024
DARS1	3099	80220
DARS1-AS1	1420	37418
AC068492.1	469	622
CXCR4	1895	3801
HNRNPKP2	1390	1390
RP11-1193F23.1	2493	2493
UBBP1	473	473
RN7SKP141	338	338
SMC4P1	527	831
THSD7B	6112	912174
RNA5SP105	113	113
HNMT	3132	52345
LINC01832	1832	5301
RPL15P5	637	637
YWHAEP5	765	765
IDI1P1	652	652
RNF14P1	1253	1253
AC097721.2	928	83415
AC114763.1	826	3277
SPOPL	6056	71778
AC092620.2	744	5369
RP11-231E19.1	2764	2764
LINC02631	1607	15871
NXPH2	2709	111234
RN7SKP286	299	299
YY1P2	948	948
AHCYP4	1315	1315
RP11-432O12.1	572	57803
RP11-197H3.1	968	40663
AC062021.1	557	12983
AC016710.1	466	7973
MRPS18BP2	759	759
RPL9P13	575	575
AC078851.1	298	982
RN7SL283P	303	303
LINC01853	444	28198
MTCO1P44	243	243
MTND2P19	1012	2718
MTND1P27	902	902
LRP1B	15850	1899594
ENSG10010135156.1	187	187
MIR7157	60	60
COPRSP1	529	529
LRRC57P1	684	684
RNU6-904P	101	101
RPS16P3	295	295
AC078882.1	416	6653
UBE2V1P14	558	558
RRN3P4	1904	1904
KYNU	15151	178177
SFXN4P1	787	787
ARHGAP15	2968	676991
MTCYBP11	1109	1109
MTND6P11	483	483
MTND5P24	1767	1767
MTND4P22	1169	1169
MTND4LP12	295	295
MTND3P9	346	346
MTCO3P5	714	1036
MTATP6P5	677	677
MTCO2P5	426	426
RP11-190J23.1	414	10095
AC096558.1	1793	302582
AC079584.3	1517	7243
ARHGAP15-AS1	681	27047
RP11-434H14.1	2411	66980
CTD-2252P21.1	1241	10180
AC079584.2	464	20133
AC016910.1	1046	27084
GTDC1	10585	394501
ZEB2	9583	156694
RP11-107E5.4	644	5603
RP11-107E5.3	2614	2614
ZEB2-AS1	1647	3500
ENSG10010140007.1	128	128
ENSG10010139719.1	100	100
ENSG10010134655.1	78	78
RP11-107E5.5	542	1100
LINC01412	598	55523
TEX41	4635	596677
AC023128.1	799	1773
ENSG10010135153.1	203	203
SGCEP1	1223	1223
LINC01966	821	4300
AC064865.1	348	37571
RPL6P5	828	828
AC092484.1	833	18731
RP11-707K3.1	1760	193065
AC079163.1	407	2517
METAP2P1	1546	1546
AC062031.1	1349	58938
RP11-24J11.1	326	326
RNU7-2P	62	62
RPL17P12	526	526
OTX2P2	687	687
PABPC1P2	1805	1805
RP11-638D14.1	538	538
LINC01911	1594	40494
AC062032.1	355	18310
RP11-279E17.1	1130	1341
RNU6-692P	107	107
RNU6-715P	103	103
RNA5SP106	100	100
AC009480.4	432	432
ACVR2A	5214	86310
RNU6-1275P	107	107
AC009480.3	412	3556
ORC4	6710	91209
MBD5	10732	495961
RP11-567F11.1	515	515
RP11-567F11.2	424	424
ENSG10010136670.1	135	135
USP12P2	1024	1024
RPS29P8	171	171
EPC2	3883	143130
RNU2-9P	145	145
UBBP3	241	241
KIF5C-AS1	2592	22354
RPS20P13	358	358
USP8P2	545	545
KIF5C	7760	151533
RP11-1415G13.1	1133	17849
LYPD6B	1719	177156
TXNP5	315	315
RP11-343B21.1	797	14010
FAM8A3P	844	844
LYPD6	4011	144154
RPL17P13	531	531
MMADHC	1726	18142
MMADHC-DT	4034	460252
RNU6-601P	107	107
LINC01931	1832	113544
RP11-62P16.1	2385	15634
LINC01818	1334	186987
LINC01817	564	22116
RND3	2777	70817
LINC01920	2528	19690
AC104777.3	545	1947
AC104777.1	568	24966
LINC02612	1803	23438
AC023469.2	657	20969
AC023469.1	469	47555
AC018731.3	1435	71399
FABP5P10	408	408
RBM43	4176	13924
NMI	2094	19425
TNFAIP6	1422	22455
MIR4773-2	78	78
MIR4773-1	78	78
RN7SL124P	285	285
RIF1	15003	98131
NEB	26191	249152
ARL5A	5264	39509
CTD-2021K4.2	1912	2001
CTD-2021K4.1	2827	171299
CACNB4	8595	266397
AC079790.2	507	10875
STAM2	5472	58963
RPL30P2	291	291
RP11-352J13.1	1314	49192
FMNL2	5630	314653
NUDCP1	694	694
RP11-173H9.2	1843	2730
RP11-17G11.1	231	231
RP11-17G11.2	4629	6008
PRPF40A	8048	66405
ARL6IP6	3242	44504
AC009969.1	172	172
UBQLN4P2	948	948
ATP5PBP4	746	746
AC011901.2	860	33364
AC079150.2	78	78
LINC01850	357	19718
RPL23AP29	453	453
TUBAP13	1281	1281
AC012501.2	586	171673
ENSG10010137308.1	71	71
RPRM	1425	1425
DNAJA1P2	1197	1197
GALNT13	5657	582058
PHBP4	837	837
AC009227.2	2362	21586
AC009227.3	511	964
RNA5SP107	122	122
AC061961.2	5432	9522
KCNJ3	4628	160500
CBX3P6	527	527
AC092625.1	1822	4794
RNU6-1001P	100	100
MTCO1P45	267	267
MTND2P20	661	661
ATP5F1AP2	443	502
MTND4P28	387	387
MTND5P30	1731	1731
MTND6P9	519	519
MTCYBP9	303	303
RNU6-546P	107	107
RP11-81F8.1	6460	139245
LINC01876	1983	243421
HEBP2P1	834	834
RP11-605B16.1	679	15148
NR4A2	3472	17912
GPD2	6041	178446
LINC01958	1941	40436
RPLP0P7	667	667
RP11-744G10.1	1624	76971
RP11-744G10.2	4808	87822
RP11-374N13.1	1027	15880
CDK7P1	693	693
GALNT5	10344	60787
RN7SKP281	352	352
ERMN	3760	9083
FAM133DP	691	691
CYTIP	2207	74343
ACVR1C	8853	102098
AC019186.1	545	10298
ACVR1	4435	140080
UPP2	2435	259453
RP11-546J1.1	883	883
RNU6-436P	114	114
RP11-1152H14.1	660	660
MTA3P1	1479	1479
RNU6-932P	106	106
PTP4A1P1	515	515
UPP2-IT1	357	6032
CCDC148-AS1	795	69520
CCDC148	3130	285681
HNRNPDLP2	751	5349
RN7SL393P	296	296
PKP4	5777	225928
RPL7AP22	800	800
PKP4-AS1	4067	76666
AC005042.5	510	67873
AC005042.3	174	174
DAPL1	671	67465
RP11-12I17.1	1778	22775
OR7E89P	822	822
OR7E28P	975	975
OR7E90P	1029	1029
RNU2-21P	188	188
TANC1	7586	264020
BTF3L4P2	346	346
RNU6-580P	107	107
GSTM3P2	530	855
MIR6888	67	67
WDSUB1	1920	50906
BAZ2B	8145	297591
AC008277.1	1149	18270
RP11-311B14.1	797	797
CAPZA1P2	840	840
AC009506.1	1494	1787
AC009961.3	2520	41728
RPS3AP13	765	1075
MARCHF7	6043	58571
CD302	3932	29628
LY75-CD302	5650	132860
RP11-357L2.2	756	756
LY75	6932	101402
AC009961.5	251	1776
PLA2R1	14376	130610
ITGB6	4641	100647
RP11-813C7.1	1560	129908
LINC02478	517	14163
RBMS1	4286	221657
MIR4785	73	73
RP11-20F18.1	1364	1364
RN7SL423P	304	304
AC009313.2	1941	1941
TANK-AS1	503	63994
TANK	2155	99323
AC009299.2	1096	85605
LINC01806	2385	4321
AC009299.4	717	717
PSMD14	4890	103293
MXRA7P1	511	511
RNA5SP108	117	117
TBR1	7185	9574
AC009487.4	403	919
AC009487.5	560	4760
SLC4A10	5710	560951
RP11-334E15.1	3585	3585
AHCTF1P1	6821	6821
ENSG10010138146.1	103	103
AC062022.1	1684	1684
RP11-220I15.1	2670	48561
KRT18P46	1279	1279
RPEP5	268	268
DPP4	8539	82150
DPP4-DT	895	4656
TIMM8AP1	295	295
EIF3EP2	1814	1814
AC008063.3	909	2801
GCG	1124	9523
AC007750.5	4126	13462
FAP	2696	74468
IFIH1	3581	51611
GCA	3651	52756
KCNH7	4262	467361
RNA5SP109	116	116
KCNH7-AS1	2999	29037
RPL7P61	751	1057
RNU6-627P	102	102
FIGN	9537	142617
AC092684.1	714	608311
PRPS1P1	876	876
CYP2C56P	291	291
GRB14	2415	129066
RP11-452N17.1	314	314
COBLL1	9367	190056
AC019181.3	310	310
SNORA70F	135	135
AC013463.2	3611	367601
RNA5SP110	115	115
RNA5SP111	101	101
SLC38A11	3737	59340
SCN3A	9102	116525
SCN2A	11676	197318
MAPRE1P3	796	796
RP11-342D6.1	1227	3177
CSRNP3	11788	219761
GALNT3	3436	47072
AC009495.2	779	15160
AC009495.4	372	51235
AC009495.3	506	6051
TTC21B	12258	96377
TTC21B-AS1	2260	16035
SCN1A-AS1	4099	433584
SCN1A	12903	164574
RN7SKP152	315	315
SCN9A	9768	180817
SCN7A	7465	207910
RP11-646I19.1	241	241
XIRP2	12682	371274
AC092601.1	383	383
XIRP2-AS1	776	17052
AC074363.1	462	265163
RNU7-148P	62	62
CTAGE14P	2403	2403
B3GALT1-AS1	877	126424
B3GALT1	5094	5094
STK39	3272	293576
PHF5GP	300	300
RN7SL813P	283	283
CERS6	6851	318886
MIR4774	76	76
RNU6-766P	107	107
CERS6-AS1	2921	15011
NOSTRIN	2537	78976
SPC25	1342	79240
G6PC2	3030	8710
ABCB11	6934	115827
DHRS9	2863	31379
AC007556.3	307	468
UBE2V1P6	422	486
LRP2	15657	235426
BBS5	3159	27176
RP11-724O16.1	1935	46443
KLHL41	2460	16557
FASTKD1	4200	45368
AC093899.3	376	376
PPIG	7445	57065
CCDC173	2153	48981
