gene	maximum_effective_size	size
CNDP2	4975	27639
CNIH1	4735	17831
CNIH2	1524	7127
CNIH3	2539	305895
CNIH4	4096	22602
CNN3	1991	30275
CNNM2	15857	171929
CNNM3	4900	19138
CNNM4	4783	50973
CNOT1	8411	109935
CNOT10	2815	88731
CNOT11	2515	17431
CNOT2	4753	111992
CNOT3	4537	17933
CNOT4	4642	148333
CNOT6	6250	83980
CNOT7	6890	21913
CNOT8	2708	19240
CNP	5172	10978
CNPPD1	2073	6210
CNPY2	1450	6278
CNPY3	1431	10103
CNST	5127	102152
CNTLN	5518	368942
CNTRL	7719	102858
CNTROB	3996	17820
COA1	3223	121262
COA3	1374	3558
COA4	1038	4235
COA5	1770	9202
COA6	1741	11625
COA7	3988	13899
COA8	2506	44564
COASY	2479	4811
COG1	4051	15876
COG2	7836	51502
COG3	4555	71804
COG4	3488	42993
COG5	5418	362890
COG6	5257	136039
COG7	2935	64697
COIL	2634	22852
COL11A2	6422	29819
COL18A1	6586	108556
COL6A2	3446	34737
COL9A3	2497	24916
COLCA1	8098	14712
COLEC12	5724	183986
COLGALT1	3647	27514
COMMD1	911	258524
COMMD10	1435	327747
COMMD3	2290	3921
COMMD4	4204	7205
COMMD5	1573	12695
COMMD7	1987	40769
COMMD8	1461	12916
COMMD9	2949	20166
COMT	3119	28605
COMTD1	1250	2390
COP1	2826	262456
COPA	5462	54680
COPB1	3481	56588
COPB2	12586	35791
COPE	1770	19874
COPG1	3231	28168
COPG2	3134	162511
COPRS	1062	7421
COPS2	6576	49594
COPS3	1814	34658
COPS4	2273	41372
COPS5	5691	40705
COPS6	1404	3219
COPS7A	2034	7862
COPS7B	3299	27584
COPS8	3438	14593
COPS9	759	10245
COPZ1	1890	50645
COQ2	1639	23379
COQ4	3127	11529
COQ5	1506	31156
COQ6	3119	13745
COQ7	2642	12482
COQ8B	5714	34271
COQ9	1827	13846
CORO1B	4464	8312
CORO1C	3921	86418
COTL1	5330	52483
COX10	4948	162247
COX11	3244	16802
COX14	708	8376
COX15	5030	21260
COX16	1669	91904
COX17	660	22942
COX20	2616	9442
COX20P1	357	357
COX4I1	3946	8436
COX5A	1173	18293
COX5B	738	2322
COX6A1	767	2648
COX6A1P2	330	330
COX6B1	785	10460
COX6C	745	20508
COX7A2	914	12649
COX7A2L	3056	91543
COX7B	2444	7937
COX7C	1584	3035
COX8A	494	1924
CPD	9372	91063
CPE	2582	137354
CPNE1	2147	38926
CPNE3	4857	47064
CPOX	2709	14203
CPPED1	6143	144089
CPSF1	4480	16107
CPSF2	13003	50177
CPSF3	3157	49451
CPSF4	1823	18452
CPSF6	7525	34790
CPSF7	3695	27391
CPT2	4539	17406
CPTP	2154	4141
CRACR2B	2440	5848
CRADD	1470	217466
CRAT	4466	17048
CRBN	5628	35100
CRCP	3139	39965
CREB1	10095	76252
CREB3	1496	4402
CREB3L1	2673	43748
CREB3L4	1750	6828
CREBZF	7140	25167
CREG1	1997	24689
CRELD1	4012	11621
CRISP3	2205	17062
CRK	3850	42474
CRLF3	2873	55305
CRLS1	3925	33961
CRMP1	3174	145003
CRNDE	6325	84001
CRNKL1	4406	21679
CROCCP2	2773	38980
CROT	3205	54131
CRTAP	6595	33760
CRTC1	6929	98656
CRTC3	5214	115423
CRYBA2	902	3234
CRYBB2P1	2819	72750
CRYBG1	10039	211301
CRYBG2	6259	38383
CRYBG3	10779	122974
CRYL1	2192	122208
CRYZ	2899	27927
CS	3057	28693
CSDE1	4312	41764
CSE1L	3550	50715
CSK	2743	21118
CSKMT	2870	3188
CSNK1A1	5444	58490
CSNK1D	6094	34709
CSNK1E	3162	27394
CSNK1G2	2895	40167
CSNK1G3	4635	104947
CSNK2A1	12984	71338
CSNK2A2	7382	40200
CSNK2B	2440	5117
CSPG4P10	4817	17787
CSPG4P12	7790	22468
CSRNP2	4517	22460
CSRP1	8475	25927
CST2	746	2961
CST3	3286	11768
CSTB	3744	3820
CSTF1	4032	13992
CSTF3	2911	85184
CTA-363E6.2	1937	58047
CTB-129P6.4	426	8850
CTB-63M22.1	295	295
CTB-79E8.3	192	192
CTBP1	4250	38509
CTBP2	8471	176854
CTC-248O19.1	911	6504
CTCF	4802	76711
CTD-2017C7.2	448	13767
CTD-2031P19.4	78	78
CTD-2192J16.27	5025	13764
CTD-2270N23.1	792	792
CTD-2287O16.1	373	373
CTD-2292P10.2	340	408
CTD-2368P22.1	6438	9172
CTD-2396E7.11	688	688
CTD-2515O10.6	2448	17292
CTD-2583A14.10	769	39223
CTD-2619J13.16	495	751
CTD-2619J13.17	2517	2517
CTD-2620I22.1	553	25614
CTD-2639E6.9	819	1184
CTD-3035D6.1	459	459
CTD-3074O7.5	944	6744
CTDNEP1	1767	8901
CTDSP1	2525	7686
CTDSP2	4785	26803
CTDSPL	4753	122590
CTNNA1	3831	324068
CTNNAL1	2522	70954
CTNNB1	4888	65356
CTNND1	7540	66304
CTPS1	5325	32878
CTPS2	4319	124938
CTSA	6632	8806
CTSB	4173	27010
CTSD	4408	11822
CTSF	3019	5416
CTSH	7215	28517
CTSL	4588	7419
CTSZ	10849	22553
CTTN	3272	38181
CTTNBP2NL	5864	67243
CTU2	1905	8914
CTXN1	1237	1645
CUEDC2	1100	9340
CUL1	3247	103197
CUL2	4440	82092
CUL3	6756	115248
CUL4B	24020	98155
CUL5	6171	98864
CUL7	5707	16327
CUTA	1378	1876
CUX1	13762	468055
CWC15	1522	10967
CWH43	2444	75807
CXADR	5593	80537
CXCL10	1175	2380
CXCL11	1479	7734
CXCL16	2324	6396
CXXC1	2562	5497
CYB561	3200	14051
CYB561A3	4094	13530
CYB561D2	1533	2864
CYB5A	5913	41128
CYB5B	4262	41646
CYB5D2	1969	44143
CYB5R2	7463	12123
CYB5R3	3938	31553
CYB5RL	6193	30386
CYBC1	4327	8244
CYC1	1832	2487
CYCS	5432	6605
CYFIP1	6826	114012
CYFIP2	6452	129517
CYHR1	6158	16086
CYP2J2	2549	33466
CYP2U1	4768	21913
CYP4F26P	1555	27180
CYP4F8	3367	15422
CYP4V2	8646	21897
CYP51A1	3155	22651
CYREN	2576	78433
CYRIB	4552	177537
CYSRT1	1296	1681
CYSTM1	813	106897
CYTH1	4423	108250
CYTH2	4652	13107
CYTH3	4508	110869
CZIB	1912	6536
D2HGDH	4549	34215
DAD1	684	24318
DAG1	5829	66916
DALRD3	2987	6806
DANCR	6065	11299
DAP	2301	82005
DAP3	2056	51051
DARS1	3099	80220
DARS2	3820	34156
DAZAP1	3943	28119
DAZAP2	3664	32639
DBF4	3655	33338
DBI	842	5627
DBN1	3072	17794
DBNL	9869	24817
DBP	5756	7350
DBR1	2662	13934
DBT	10799	62916
DCAF1	5951	104149
DCAF10	7906	67113
DCAF12	3592	41013
DCAF13	5300	28740
DCAF15	2278	8958
DCAF5	5946	102270
DCAF7	6324	43803
DCK	2683	38377
DCP1B	2231	58483
DCPS	5427	45946
DCTD	1931	27877
DCTN2	4924	17592
DCTN3	3023	6979
DCTN4	4116	50656
DCTN5	10954	36007
DCTN6	1054	27321
DCTPP1	1181	6416
DCUN1D1	7849	47880
DCUN1D5	12675	41509
DCXR	1251	2574
DDA1	4043	13781
DDAH1	4022	259883
DDB1	4920	43146
DDC	2012	106970
DDHD2	4682	50341
DDI2	10667	51587
DDIAS	3524	58303
DDIT3	1067	5150
DDIT4	1966	2118
DDO	2130	23805
DDOST	2126	9778
DDRGK1	1303	14336
DDT	1048	8464
DDTL	1582	5669
DDX10	6707	275859
DDX11-AS1	3188	54414
DDX11L2	1398	2226
DDX17	6441	24223
DDX18	5674	17687
DDX19A	5007	26523
DDX21	4829	28899
DDX23	3256	23087
DDX27	4929	24731
DDX28	2317	2317
DDX39A	1903	10586
DDX3X	7473	31125
DDX3Y	4408	16371
DDX41	2949	5385
DDX42	4337	45715
DDX46	5674	96363
DDX47	2689	16666
DDX49	2438	9485
DDX5	5782	9946
DDX50	2501	45562
DDX51	4702	7726
DDX52	6383	33708
DDX54	4380	28307
DDX56	3028	9248
DEAF1	2380	62886
DECR1	2760	52229
DECR2	2062	10630
DEDD	2344	11715
DEDD2	1905	21543
DEGS1	2032	17686
DEGS2	3834	15689
DEK	3954	40689
DELE1	4907	18193
DENND10	2829	33899
DENND1A	5010	550499
DENND1B	8365	270949
DENND1C	2933	15351
DENND2B	4545	217601
DENND3	5527	78531
DENND4A	8837	134248
DENND4C	8143	143847
DENND5B	9506	208911
DENR	2719	18241
DEPDC1B	2504	103279
DEPTOR	2569	177202
DERA	1644	126080
DERL1	5513	29133
DERL2	4167	15558
DERPC	2761	14142
DESI1	3780	23016
DESI2	4017	55931
DET1	3844	52242
DEXI	5854	13578
DGAT1	3653	12327
DGAT2	5926	42024
DGCR6L	1172	5843
DGKZP1	2776	2776
DGUOK	1075	32136
DHCR24	5311	37569
DHCR7	2710	24676
DHDDS	3338	39025
DHFRP1	559	559
DHPS	1345	6164
DHRS1	2660	9183
DHRS11	4505	8926
DHRS12	1970	36171
DHRS13	2037	5299
DHRS3	2201	50301
DHRS4	1340	15546
DHRS4-AS1	3887	114337
DHRS4L2	1450	36535
DHRS7	2322	25738
DHRSX	2579	283300
DHRSX	2579	283300
DHX15	3028	67114
DHX29	4664	51640
DHX30	3994	47287
DHX36	6723	51942
DHX37	4559	42307
DHX40	3575	42788
DHX57	5519	78206
DHX8	6215	126474
DHX9	4493	48636
DIAPH1	5843	104040
DIAPH3	4745	498346
DIDO1	8574	60215
DIMT1	3507	56660
DIP2B	8705	243673
DIP2C	7885	415479
DIPK1B	2410	12171
DIRAS1	3378	6806
DIS3	10571	29928
DIS3L	3780	40682
DISC1	7084	414483
DISP1	4870	190974
DKC1	3079	14948
DLAT	4927	38997
DLD	3537	40569
DLEU1	5265	824688
DLEU2	3166	169051
DLG3	6112	60656
DLG4	6176	32655
DLG5	7644	135965
DLG5-AS1	2194	2453
DLGAP4	5058	222302
DLGAP5	2954	43497
DLL3	2332	9587
DLST	2813	21853
DLX1	2356	4938
DLX6	2300	5488
DMAC1	2456	91881
DMAC2	2317	9400
DMAC2L	3579	23235
DMD	13992	2241933
DMTF1	4460	43929
DMWD	3410	9899
DNA2	4267	58058
DNAAF2	2977	10071
DNAAF5	3412	59777
DNAH5	15781	321491
DNAI4	4206	111972
DNAJA1	2319	14635
DNAJA2	3008	18313
DNAJA3	3351	30971
DNAJB1	4273	45623
DNAJB11	5684	18398
DNAJB12	4360	22320
DNAJB2	4487	7557
DNAJB6	7992	82059
DNAJB6P1	742	742
DNAJB9	2409	4984
DNAJC1	2100	247222
DNAJC10	21051	78210
DNAJC11	3201	67757
DNAJC19	1630	6066
DNAJC21	6208	29406
DNAJC25	2572	23018
DNAJC30	2536	2536
DNAJC4	1340	4009
DNAJC5	5287	40906
DNAJC7	4172	44956
DNAJC8	1763	33574
DNAJC9	2295	63894
DNAJC9-AS1	2865	1559
DNAL4	1474	15691
DNASE1	8552	68416
DNASE1L1	3008	10877
DNASE2	1938	6258
DNLZ	3096	4265
DNM1L	4553	66451
DNM2	5651	115434
DNMT1	7157	97945
DNMT3A	9501	114736
DNPEP	3825	27980
DNPH1	834	3853
DNTTIP1	1264	19474
DNTTIP2	5896	13635
DOCK7	8283	234089
DOCK9	11831	293197
DOK4	2851	15406
DOLK	2074	2074
DOLPP1	2169	9328
DONSON	2500	29165
DOP1B	7685	137493
DOT1L	7652	68646
DPAGT1	3274	12307
DPCD	819	39103
DPF2	4840	20411
DPH1	3081	13762
DPH5	2159	36466
DPH7	2302	24482
DPM1	3004	24274
DPM2	1662	2756
DPP3	3078	29645
DPP4	8539	82150
DPP7	1601	4632
DPY30	1519	171997
DR1	10124	23587
DRAIC	9011	380200
DRAM2	2246	23041
DRAP1	837	2290
DRG1	1665	131031
DROSHA	5416	131703
DSC2	12377	43683
DSG2	5697	50832
DSN1	2447	22028
DSP	9697	45098
DST	24709	496844
DSTN	3405	39845
DTD1	4112	178703
DTL	4471	71848
DTNB	2474	296450
DTX3	3199	5183
DTYMK	1089	11198
DUS1L	4456	8382
DUSP1	2013	3100
DUSP11	2175	17974
DUSP16	6661	89582
DUSP2	1685	2272
DUSP6	3627	5267
DUSP7	3361	7653
DUT	2141	12363
DVL1	3305	14143
DVL2	2989	9176
DVL3	5269	18238
DXO	2093	2481
DYM	10144	424961
DYNC1I2	4354	62750
DYNC1I2P1	1838	1838
DYNC1LI1	4791	44885
DYNC2I2	1823	23195
DYNC2LI1	2903	35972
DYNLL1	1376	28644
DYNLL1P1	269	269
DYNLL2	6807	12124
DYNLRB1	1464	24545
DYNLT1	2891	8270
DYNLT2B	800	27081
DYNLT3	2151	10815
DYRK1A	17562	160786
DYRK1B	2724	8852
DYRK4	3272	53099
DZIP1	7491	66505
E2F1	2690	10909
E2F4	2615	6764
E2F5	5042	40005
E2F6	3450	21803
E4F1	5931	12163
EAF1	4447	23038
EAPP	1303	23774
EARS2	5196	36978
EBAG9	2383	26286
EBF4	2908	67235
EBNA1BP2	1503	106762
EBP	1125	6918
EBPL	1026	30813
ECD	3006	38901
ECH1	1200	16420
ECHDC2	5817	31303
ECHDC3	1767	21705
ECHS1	1277	10870
ECI1	1512	12899
ECI2	3870	19905
ECPAS	7391	124061
ECSIT	1647	23244
ECT2	4406	70793
EDC3	3810	65735
EDEM1	6113	32313
EDF1	809	4190
EEF1A1	5132	36280
EEF1A1P11	1389	1389
EEF1A1P12	1346	1346
EEF1A1P13	1389	1389
EEF1A1P19	1382	1382
EEF1A1P5	1389	1389
EEF1A1P6	1384	1384
EEF1A1P9	1383	1383
EEF1A2	3996	11227
EEF1AKNMT	3368	32364
EEF1B2	1025	3344
EEF1B2P3	678	678
EEF1B2P6	673	673
EEF1D	3718	19845
EEF1E1	1047	29200
EEF1G	2496	14491
EEF2	3158	9408
EEFSEC	2205	255166
EFCAB11	3136	160109
EFCAB14	8344	44488
EFCAB7	3795	49322
EFHD2	2422	20452
EFNA1	1552	7024
EFNA4	1254	5817
EFNB2	4995	45918
EFR3A	5433	109550
EFTUD2	4326	49498
EGFL7	2125	13823
EGLN1	4335	58537
EGLN2	3894	9439
EGLN3	2849	538548
EGR1	3137	3825
EHBP1	5165	372637
EHBP1L1	5170	16605
EHD1	4453	36655
EHD4	6401	76625
EHF	5399	42196
EI24	2191	15405
EID1	2040	2040
EID2B	1866	1866
EIF1	2338	3784
EIF1AX	4414	17314
EIF1AXP1	435	435
EIF1AY	3148	17379
EIF1B	987	2718
EIF2A	3879	39339
EIF2AK1	4411	36929
EIF2AK3	4724	134778
EIF2AK4	5538	101477
EIF2B1	2397	13361
EIF2B2	4304	9446
EIF2B3	1923	136201
EIF2B4	4293	6106
EIF2B5	4425	11090
EIF2D	5224	41174
EIF2S1	4154	26189
EIF2S2	2556	23935
EIF2S2P3	999	999
EIF2S2P4	984	984
EIF2S3	3457	23865
EIF3B	3745	26660
EIF3C	3957	47170
EIF3CL	3053	24263
EIF3D	1880	18330
EIF3E	7938	280710
EIF3F	8434	31612
EIF3FP3	1086	1086
EIF3G	1522	4905
EIF3H	3961	124796
EIF3I	3176	24321
EIF3J	2479	25905
EIF3K	1327	17874
EIF3L	3220	40540
EIF3M	5047	22467
EIF4A1	1758	6183
EIF4A1P2	1220	1220
EIF4A2	5327	6693
EIF4A3	3593	12783
EIF4B	3856	35934
EIF4BP3	1850	1850
EIF4BP6	1828	1828
EIF4BP7	1813	1813
EIF4E	2427	49858
EIF4E2	3525	32971
EIF4EBP1	827	29832
EIF4EBP2	7491	24474
EIF4EBP3	693	1915
EIF4ENIF1	3695	59132
EIF4EP2	654	654
EIF4G1	5667	20864
EIF4G2	6769	11891
EIF4G3	7832	370597
EIF4H	4102	22892
EIF5	5710	11482
EIF5A	1439	5465
EIF5AL1	3908	3908
EIF6	1252	6079
EIPR1	2932	188906
ELAC2	3767	26454
ELAPOR1	6880	93103
ELAVL1	6054	47087
ELF1	3678	129517
ELF2	4012	149107
ELF3	4994	9239
ELF3-AS1	5296	14768
ELFN1-AS1	637	3662
ELK1	2876	15084
ELK3	4201	75450
ELL	4074	79454
ELL2	5826	76754
ELMOD2	4399	29603
ELN	3452	42119
ELOA	5154	18905
ELOA-AS1	1502	71396
ELOB	997	5867
ELOC	2780	33119
ELOF1	2154	8090
ELOVL1	1625	4677
ELOVL4	3013	32740
ELOVL5	3081	81782
ELOVL6	6570	153354
ELP1	10045	67431
ELP2	8432	51114
ELP3	3158	101484
ELP6	1352	18073
EMB	4202	47057
EMC1	6640	35868
EMC10	9439	14472
EMC2	3527	45596
EMC3	2777	48580
EMC3-AS1	2882	20098
EMC4	2019	5144
EMC6	762	857
EMC7	1069	17846
EMD	1284	2302
EMG1	4873	26516
EML1	4804	204368
EML2	2974	38609
EML3	3665	10558
EMSY	6848	108103
ENAH	13168	166308
ENC1	7285	14019
ENDOG	1145	4177
ENDOV	2820	22922
ENG	3059	39646
ENKD1	1565	4321
ENO1	2548	18191
ENOPH1	2083	30588
ENOSF1	6340	42345
ENOX2	5215	280910
ENSA	2818	28762
ENTPD2	2102	5955
ENTPD3-AS1	2284	139528
ENTPD5	5261	61390
ENTPD6	4104	32383
ENTPD7	8548	51733
ENTR1	2391	8693
ENY2	2966	11631
EOLA1	2411	10156
EOLA2	1440	9174
EPAS1	5155	93031
EPB41L1	8418	141296
EPB41L4A-AS1	3511	4293
EPB41L4B	5896	149086
EPB41L5	6556	166043
EPCAM	1547	42444
EPHX1	1789	35440
EPHX2	2776	54784
EPM2AIP1	8089	8089
EPN1	16219	34633
EPN2	4871	121101
EPN3	3879	11069
EPRS1	4862	77931
EPS15	5163	165004
EPS15L1	3915	116847
EPS8L1	2569	15904
EPS8L2	3844	33290
ERAL1	1841	6052
ERCC1	3379	71495
ERCC2	4108	21082
ERCC3	4018	36877
ERCC8	9414	78620
ERG	5034	281754
ERG28	2320	11086
ERGIC1	5687	118433
ERGIC2	5033	43838
ERGIC3	2846	15597
ERH	791	18172
ERI2	3846	120157
ERI3	1733	134191
ERICH1	3630	123361
ERICH5	1503	29089
ERLEC1	2446	31776
ERLIN2	5387	21822
ERO1A	5139	55986
ERO1B	4994	66858
ERP29	1698	10102
ERP44	4808	119816
ERRFI1	3097	21906
ERV3-1	3206	16388
ERVK13-1	6510	22032
ERVK3-1	3889	10345
ESD	3090	26165
ESF1	3216	70598
ESRP1	3768	66393
ESRP2	3429	9070
ESRRA	2293	11247
ESS2	5359	14406
ESYT1	4180	26425
ESYT2	5960	99259
ETAA1	5687	14768
ETF1	3874	37142
ETFA	2289	96120
ETFB	3551	21220
ETFBKMT	6128	25955
ETFDH	6777	38775
ETHE1	1052	20512
ETS2	4060	19773
EVL	3704	172788
EWSR1	7285	32517
EXD2	5107	52510
EXO1	3449	47182
EXOC1	3592	51439
EXOC4	4182	813517
EXOC5	10486	68399
EXOC7	4782	40561
EXOSC1	2113	10109
EXOSC10	2796	33252
EXOSC2	2766	11174
EXOSC3	3540	72884
EXOSC4	1065	2001
EXOSC5	998	10986
EXOSC6	5163	5163
EXOSC7	1647	60826
EXOSC8	2423	10799
EXOSC9	3882	15704
EXT2	10037	156315
EYA2	2612	294221
EZH2	4502	77065
EZR	3068	53628
F11R	4770	26133
F12	2036	7424
F2RL1	2861	16383
F5	9132	74638
F8A1	1707	1707
F8A2	1707	1707
F8A3	1707	1707
FA2H	2405	61877
FAAH	2042	19532
FAAH2	1980	202488
FAAP100	3822	14077
FAAP20	4478	28260
FABP5	986	4242
FADD	1708	4095
FADS1	4364	29692
FADS2	5073	74375
FAF1	6821	523240
FAH	3511	34457
FAHD2A	4775	13909
FAHD2B	1431	11300
FAIM	3161	24771
FAM102A	4617	40408
FAM104A	2865	29401
FAM104B	1229	18209
FAM110A	1856	23749
FAM110B	3438	209771
FAM111B	3506	20228
FAM114A2	4414	48789
FAM117A	2329	78849
FAM117B	5982	134789
FAM118B	2016	51261
FAM120A	5160	114428
FAM120AOS	5922	22141
FAM126A	13178	124760
FAM133B	2434	29636
FAM136A	2398	6116
FAM160A2	3481	23367
FAM162A	3052	28159
FAM166B	1054	2069
FAM168A	7296	197703
FAM168B	5435	45585
FAM172A	4684	493975
FAM174A	1287	51368
FAM174B	2604	192437
FAM174C	1675	3715
FAM177A1	3395	68224
FAM199X	7624	29450
FAM200B	4287	8786
FAM201A	3437	4517
FAM204A	13898	44404
FAM207A	892	36978
FAM20C	3176	68202
FAM210A	4340	63317
FAM210B	2987	9690
FAM216A	1679	21971
FAM219B	4706	6892
FAM234A	3326	37663
FAM241A	8844	49803
FAM32A	1463	6667
FAM3A	3995	10084
FAM3B	2742	53516
FAM3C	2455	47487
FAM3D	1245	32889
FAM43A	3155	3155
FAM50A	1470	6514
FAM53C	4143	17795
FAM71E1	1375	10064
FAM72A	2364	18236
FAM72B	2396	17894
FAM76A	3579	37156
FAM76B	3932	21457
FAM83D	2475	26795
FAM86C1P	2111	13728
FAM86C2P	2496	13689
FAM86DP	2425	13559
FAM89B	1409	1850
FAM91A1	5529	47014
FANCA	5452	79109
FANCD2	5219	75563
FANCG	2556	6108
FANCI	4733	73317
FANCL	1698	82130
FAR1	5820	63679
FARP1	13532	312615
FARS2	3884	568149
FARSA	2057	11559
FARSB	6761	89194
FAS	3696	26529
FASN	8464	19957
FASTK	3011	4274
FASTKD2	6712	30833
FASTKD3	2431	9879
FASTKD5	2842	13347
FAT4	17151	178015
FAU	1484	1548
FBH1	3702	47392
FBL	1400	11922
FBLN1	2904	98898
FBLN2	4306	89298
FBP1	1487	37117
FBRS	5196	12380
FBRSL1	5568	95638
FBXL12	1920	17550
FBXL14	2527	28589
FBXL3	3506	34598
FBXL5	3488	77299
FBXO11	8320	117183
FBXO2	2215	18768
FBXO21	5976	48481
FBXO22	10707	38636
FBXO25	10386	71540
FBXO28	5427	47937
FBXO3	7410	33605
FBXO31	5953	65156
FBXO34	3883	98710
FBXO41	7377	29797
FBXO42	6227	105641
FBXO45	5927	20449
FBXO46	2993	20268
FBXO5	2610	13061
FBXO6	1444	10155
FBXO7	6884	24154
FBXO9	4743	48883
FBXW11	4539	145325
FBXW2	9142	41439
FBXW4	3185	84632
FBXW5	2392	4304
FBXW9	1727	8579
FCGRT	2681	19613
FCHO1	3214	40851
FCHSD2	4710	305574
FDFT1	2660	43732
FDPS	2017	11919
FDX1	3144	34937
FDX2	1012	5971
FECH	7695	42356
FEN1	2016	4328
FEZ2	4495	114283
FFAR2	2177	7861
FGD5-AS1	3818	28078
FGD6	9291	140734
FGF13	19575	608051
FGFR3	4301	15580
FH	5122	22289
FHL3	1656	8837
FHOD3	4967	482342
FIBP	1378	4792
FIGNL1	3930	98408
FIP1L1	3396	83222
FIS1	1005	12859
FKBP10	2826	10534
FKBP11	4957	4957
FKBP15	8807	60313
FKBP1A	3564	24188
FKBP2	705	3130
FKBP3	1684	19721
FKBP4	3715	10454
FKBP5	7384	154999
FKBP7	2876	14937
FKBP8	1781	12327
FLAD1	2656	9774
FLCN	3667	24977
FLII	4181	13924
FLNB	9635	163854
FLOT1	1866	15024
FLOT2	2756	18399
FLYWCH2	990	16170
FMN1	13511	429171
FMR1	4830	39207
FN3K	2515	15582
FN3KRP	1822	13623
FNBP1	5420	156008
FNBP1L	5341	106544
FNDC10	2124	2124
FNDC3A	6328	233868
FNDC3B	8031	362092
FNIP2	7038	139025
FNTA	7327	51595
FNTB	2711	75758
FOLH1	4110	63547
FOLH1B	2135	59482
FOS	2104	3405
FOXA1	3509	6508
FOXD1	2512	3951
FOXK2	5243	124950
FOXM1	3552	19495
FOXO1	5779	110975
FOXO3	7308	124940
FOXO4	3644	7682
FOXO6	2398	21669
FOXP1	7177	629282
FOXRED1	3045	9077
FOXRED2	4906	19854
FPGS	2284	19731
FPR3	2627	31034
FRA10AC1	4780	34710
FRG1	978	22333
FRG1BP	761	21886
FRMD4A	6861	818437
FRMD8	3685	26905
FRRS1L	8155	36957
FRYL	11692	282966
FSTL1	5682	58701
FTH1	1203	7917
FTH1P11	551	551
FTH1P20	548	548
FTH1P7	552	552
FTH1P8	514	514
FTL	871	1571
FTLP3	528	528
FTSJ1	1986	10344
FTSJ3	3551	10580
FUBP1	6714	35056
FUBP3	5090	59388
FUCA1	2043	23214
FUCA2	2385	16909
FUNDC1	1069	19221
FUNDC2	6297	34325
FUNDC2P1	570	570
FURIN	4345	14977
FUS	4920	11468
FUT1	3425	7380
FUZ	1728	10511
FXR1	8343	114613
FXYD3	1467	8502
FXYD5	1580	15152
FYTTD1	6733	50418
FZD2	3779	3779
FZD3	13770	80063
FZD8	4050	4050
FZR1	5178	32024
G2E3	5770	60907
G3BP1	11945	41867
G3BP2	6379	82741
G6PC3	3027	5610
G6PD	2223	16182
GAA	3751	18326
GABARAP	1319	2442
GABARAPL1	3214	10671
GABARAPL2	2274	11507
GABPA	5226	37891
GABRB3	5934	395994
GADD45A	1352	3134
GADD45GIP1	1769	4105
GAK	4461	83098
GAL	749	7397
GALC	3794	155846
GALE	2073	5183
GALK1	1445	13643
GALNT1	3970	130718
GALNT11	3863	96667
GALNT18	2503	351129
GALNT2	4423	224133
GALNT3	3436	47072
GAMT	1769	4545
GANAB	3906	21901
GAPDH	1720	3863
GAPDHP1	1005	1005
GAPDHP65	1006	1006
GARNL3	4816	169396
GARS1	8433	53501
GARS1-DT	14667	78978
GART	3571	39561
GAS5	3145	10324
GASK1B	4985	48845
GATA2	3383	13775
GATA2-AS1	1655	13759
GATAD1	4571	12594
GATB	6552	90504
GATC	4238	17306
GATD1	4363	10269
GATD3B	1584	49120
GBA2	3757	12363
GBE1	2941	271943
GBGT1	2948	10986
GCC1	4128	12984
GCC2	6909	60225
GCDH	1871	23048
GCFC2	4367	58986
GCLC	3785	119630
GCLM	4883	24258
GCN1	8681	67514
GCNT1	5972	231354
GCOM1	5047	122838
GCSH	2537	14451
GDAP1	7738	197395
GDE1	2907	20431
GDF11	8801	14143
GDF15	1200	14446
GDI1	4069	6555
GDI2	2499	76910
GEMIN2	1476	22689
GEMIN4	4729	9579
GEMIN5	5404	50801
GEMIN6	3705	33469
GEMIN8	3170	23168
GET1	3147	50831
GET4	4356	19883
GFER	2365	3557
GFM1	6478	51055
GFM2	3047	45942
GFOD2	5507	44809
GFPT1	8665	67471
GGA1	3205	24840
GGA2	5973	58454
GGA3	5156	25765
GGACT	2804	59365
GGCT	1158	8221
GGH	5220	24527
GGNBP2	3497	44937
GGPS1	2895	17183
GGT1	2632	34195
GGT3P	2340	69735
GHDC	2650	5734
GHITM	2382	14060
GID4	4122	28998
GID8	4369	10329
GIGYF2	7878	163307
GINS2	2628	13876
GIPC1	2071	18390
GIT1	3783	20580
GIT2	5598	66588
GJB1	3874	12706
GJB2	2318	5476
GK	4515	78104
GLA	4163	14740
GLB1	2523	100594
GLB1L2	5621	46468
GLDC	3843	113263
GLE1	4835	39220
GLI3	8405	303152
GLIPR2	2702	27378
GLMN	2006	52586
GLMP	1941	5601
GLO1	2016	27221
GLOD4	2737	26294
GLRA3	8697	192328
GLRX3	3827	48131
GLRX5	1863	11222
GLS	4840	84732
GLS2	2694	17471
GLT8D1	1889	11547
GLTP	2407	29597
GLUD1	6257	44642
GLUL	7554	14109
GLYR1	3718	44086
GMCL1	4161	51725
GMEB1	6358	50576
GMEB2	4559	39500
GMFB	6721	14543
GMNN	1263	11169
GMPPA	4942	15034
GMPPB	6108	7130
GMPR	1508	56963
GMPR2	2160	6821
GMPS	8631	73371
GNA12	4369	116204
GNA13	6249	47452
GNAI1	10083	458154
GNAI2	3886	33071
GNAI3	9044	51581
GNAS	7318	71475
GNAZ	3170	54514
GNB1	3163	105833
GNB2	1702	5608
GNG10	1201	8622
GNG3	864	1526
GNG4	4978	103070
GNG5	920	8257
GNG7	4193	191476
GNL2	2409	29122
GNL3	2118	13342
